Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2008T3;39,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2008T2;18,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2008T1;21,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2024T4;15,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2024T3;27,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2024T2;8,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2024T1;10,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2023T4;16,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2023T3;28,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2023T2;12,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2023T1;6,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2022T4;15,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2022T3;26,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2022T2;10,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2022T1;7,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2021T4;15,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2021T3;25,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2021T2;11,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2021T1;8,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2020T4;14,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2020T3;25,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2020T2;10,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2020T1;8,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2019T4;14,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2019T3;28
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2019T2;12,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2019T1;7,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2018T4;15,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2018T3;29,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2018T2;8,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2018T1;10,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2017T4;16,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2017T3;29,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2017T2;12,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2017T1;6,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2016T4;16
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2016T3;30,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2016T2;7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2016T1;12,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2015T4;15,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2015T3;30,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2015T2;12,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2015T1;8,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2014T4;14,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2014T3;31,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2014T2;13
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2014T1;8,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2013T4;15,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2013T3;31,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2013T2;9,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2013T1;10,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2012T4;16,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2012T3;30,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2012T2;12,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2012T1;6,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2011T4;15,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2011T3;30,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2011T2;11,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2011T1;7,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2010T4;15,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2010T3;28,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2010T2;10,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2010T1;9,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2009T4;14,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2009T3;29,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2009T2;12,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2009T1;8,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2008T4;13,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2008T3;30,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2008T2;7,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por vacaciones y fiestas;2008T1;10
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2024T4;10,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2024T3;10,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2024T2;11,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2024T1;11,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2023T4;10,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2023T3;10,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2023T2;10,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2023T1;10,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2022T4;10
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2022T3;10,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2022T2;11,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2022T1;12,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2021T4;10
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2021T3;9,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2021T2;10,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2021T1;11,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2020T4;11,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2020T3;9,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2020T2;14,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2020T1;10
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2019T4;8,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2019T3;8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2019T2;8,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2019T1;8,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2018T4;8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2018T3;7,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2018T2;7,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2018T1;7,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2017T4;7,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2017T3;6,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2017T2;7,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2017T1;7,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2016T4;6,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2016T3;6,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2016T2;7,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2016T1;6,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2015T4;6,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2015T3;6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2015T2;6,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2015T1;6,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2014T4;6,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2014T3;5,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2014T2;6,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2014T1;6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2013T4;5,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2013T3;5,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2013T2;5,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2013T1;5,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2012T4;4,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2012T3;4,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2012T2;5,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2012T1;6,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2011T4;6,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2011T3;5,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2011T2;6,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2011T1;6,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2010T4;6,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2010T3;5,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2010T2;7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2010T1;7,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2009T4;7,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2009T3;6,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2009T2;7,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2009T1;7,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2008T4;7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2008T3;6,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2008T2;8,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas por I.T;2008T1;8,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2024T4;0,4
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2024T3;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2024T2;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2024T1;0,4
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2023T4;0,4
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2023T3;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2023T2;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2023T1;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2022T4;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2022T3;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2022T2;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2022T1;0,4
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2021T4;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2021T3;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2021T2;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2021T1;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2020T4;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2020T3;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2020T2;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2020T1;0,3
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2019T4;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2019T3;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2019T2;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2019T1;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2018T4;0,1
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2018T3;0,1
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2018T2;0,1
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2018T1;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2017T4;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2017T3;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2017T2;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2017T1;0,2
Q Actividades sanitarias y de servicios sociales;Horas extras por trabajador;2016T4;0,2
