Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2024T2;5,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2024T1;7,4
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2023T4;11
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2023T3;9,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2023T2;6,4
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2023T1;5,6
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2022T4;10,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2022T3;9,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2022T2;6,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2022T1;5,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2021T4;8,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2021T3;7,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2021T2;3,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2021T1;4
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2020T4;6,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2020T3;5,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2020T2;2,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2020T1;6,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2019T4;9,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2019T3;10,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2019T2;7
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2019T1;5,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2018T4;9,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2018T3;10
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2018T2;5,4
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2018T1;7,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2017T4;10,6
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2017T3;9,3
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2017T2;5,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2017T1;5,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2016T4;9,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2016T3;9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2016T2;4,3
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2016T1;8,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2015T4;9,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2015T3;9,6
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2015T2;6,6
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2015T1;5,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2014T4;9,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2014T3;10,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2014T2;7,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2014T1;5,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2013T4;10,3
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2013T3;10
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2013T2;5,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2013T1;7,2
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2012T4;10,7
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2012T3;11
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2012T2;7,3
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2012T1;6,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2011T4;10,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2011T3;11,7
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2011T2;7,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2011T1;5,5
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2010T4;11,1
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2010T3;9,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2010T2;6,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2010T1;6,7
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2009T4;9,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2009T3;11,8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2009T2;8
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2009T1;7,3
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2008T4;11
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2008T3;12,9
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2008T2;6,4
I Hostelería;Horas no trabajadas por vacaciones y fiestas;2008T1;9,9
I Hostelería;Horas no trabajadas por I.T;2024T4;6,7
I Hostelería;Horas no trabajadas por I.T;2024T3;7,1
I Hostelería;Horas no trabajadas por I.T;2024T2;6,4
I Hostelería;Horas no trabajadas por I.T;2024T1;6,8
I Hostelería;Horas no trabajadas por I.T;2023T4;6,6
I Hostelería;Horas no trabajadas por I.T;2023T3;7
I Hostelería;Horas no trabajadas por I.T;2023T2;5,8
I Hostelería;Horas no trabajadas por I.T;2023T1;6
I Hostelería;Horas no trabajadas por I.T;2022T4;6
I Hostelería;Horas no trabajadas por I.T;2022T3;5,6
I Hostelería;Horas no trabajadas por I.T;2022T2;5,3
I Hostelería;Horas no trabajadas por I.T;2022T1;6,4
I Hostelería;Horas no trabajadas por I.T;2021T4;4,4
I Hostelería;Horas no trabajadas por I.T;2021T3;4,8
I Hostelería;Horas no trabajadas por I.T;2021T2;4
I Hostelería;Horas no trabajadas por I.T;2021T1;4
I Hostelería;Horas no trabajadas por I.T;2020T4;4,5
I Hostelería;Horas no trabajadas por I.T;2020T3;4,2
I Hostelería;Horas no trabajadas por I.T;2020T2;3,2
I Hostelería;Horas no trabajadas por I.T;2020T1;4,1
I Hostelería;Horas no trabajadas por I.T;2019T4;3,9
I Hostelería;Horas no trabajadas por I.T;2019T3;3,9
I Hostelería;Horas no trabajadas por I.T;2019T2;3,8
I Hostelería;Horas no trabajadas por I.T;2019T1;4,4
I Hostelería;Horas no trabajadas por I.T;2018T4;4,3
I Hostelería;Horas no trabajadas por I.T;2018T3;4
I Hostelería;Horas no trabajadas por I.T;2018T2;3,7
I Hostelería;Horas no trabajadas por I.T;2018T1;3,6
I Hostelería;Horas no trabajadas por I.T;2017T4;3,8
I Hostelería;Horas no trabajadas por I.T;2017T3;3,4
I Hostelería;Horas no trabajadas por I.T;2017T2;3,8
I Hostelería;Horas no trabajadas por I.T;2017T1;3,7
I Hostelería;Horas no trabajadas por I.T;2016T4;3,6
I Hostelería;Horas no trabajadas por I.T;2016T3;3,6
I Hostelería;Horas no trabajadas por I.T;2016T2;3,5
I Hostelería;Horas no trabajadas por I.T;2016T1;3,7
I Hostelería;Horas no trabajadas por I.T;2015T4;3,4
I Hostelería;Horas no trabajadas por I.T;2015T3;3,7
I Hostelería;Horas no trabajadas por I.T;2015T2;3,7
I Hostelería;Horas no trabajadas por I.T;2015T1;3,4
I Hostelería;Horas no trabajadas por I.T;2014T4;3
I Hostelería;Horas no trabajadas por I.T;2014T3;3,3
I Hostelería;Horas no trabajadas por I.T;2014T2;2,9
I Hostelería;Horas no trabajadas por I.T;2014T1;3,4
I Hostelería;Horas no trabajadas por I.T;2013T4;3,1
I Hostelería;Horas no trabajadas por I.T;2013T3;2,8
I Hostelería;Horas no trabajadas por I.T;2013T2;2,6
I Hostelería;Horas no trabajadas por I.T;2013T1;3,1
I Hostelería;Horas no trabajadas por I.T;2012T4;3,1
I Hostelería;Horas no trabajadas por I.T;2012T3;2,8
I Hostelería;Horas no trabajadas por I.T;2012T2;2,8
I Hostelería;Horas no trabajadas por I.T;2012T1;3,4
I Hostelería;Horas no trabajadas por I.T;2011T4;3,8
I Hostelería;Horas no trabajadas por I.T;2011T3;4
I Hostelería;Horas no trabajadas por I.T;2011T2;3,6
I Hostelería;Horas no trabajadas por I.T;2011T1;4,6
I Hostelería;Horas no trabajadas por I.T;2010T4;4
I Hostelería;Horas no trabajadas por I.T;2010T3;3,8
I Hostelería;Horas no trabajadas por I.T;2010T2;4,2
I Hostelería;Horas no trabajadas por I.T;2010T1;4,6
I Hostelería;Horas no trabajadas por I.T;2009T4;4,3
I Hostelería;Horas no trabajadas por I.T;2009T3;4,2
I Hostelería;Horas no trabajadas por I.T;2009T2;3,9
I Hostelería;Horas no trabajadas por I.T;2009T1;4,1
I Hostelería;Horas no trabajadas por I.T;2008T4;3,8
I Hostelería;Horas no trabajadas por I.T;2008T3;4,6
I Hostelería;Horas no trabajadas por I.T;2008T2;4,4
I Hostelería;Horas no trabajadas por I.T;2008T1;4,1
I Hostelería;Horas extras por trabajador;2024T4;0,8
I Hostelería;Horas extras por trabajador;2024T3;0,8
I Hostelería;Horas extras por trabajador;2024T2;0,7
I Hostelería;Horas extras por trabajador;2024T1;0,6
I Hostelería;Horas extras por trabajador;2023T4;0,8
I Hostelería;Horas extras por trabajador;2023T3;0,9
I Hostelería;Horas extras por trabajador;2023T2;0,9
I Hostelería;Horas extras por trabajador;2023T1;0,8
I Hostelería;Horas extras por trabajador;2022T4;0,7
I Hostelería;Horas extras por trabajador;2022T3;0,8
I Hostelería;Horas extras por trabajador;2022T2;0,7
I Hostelería;Horas extras por trabajador;2022T1;0,7
I Hostelería;Horas extras por trabajador;2021T4;0,9
I Hostelería;Horas extras por trabajador;2021T3;0,7
I Hostelería;Horas extras por trabajador;2021T2;0,5
I Hostelería;Horas extras por trabajador;2021T1;0,3
I Hostelería;Horas extras por trabajador;2020T4;0,6
I Hostelería;Horas extras por trabajador;2020T3;0,6
I Hostelería;Horas extras por trabajador;2020T2;0,2
I Hostelería;Horas extras por trabajador;2020T1;0,9
I Hostelería;Horas extras por trabajador;2019T4;1,1
I Hostelería;Horas extras por trabajador;2019T3;1,3
I Hostelería;Horas extras por trabajador;2019T2;1
I Hostelería;Horas extras por trabajador;2019T1;0,9
I Hostelería;Horas extras por trabajador;2018T4;1,1
I Hostelería;Horas extras por trabajador;2018T3;1
I Hostelería;Horas extras por trabajador;2018T2;0,9
I Hostelería;Horas extras por trabajador;2018T1;0,8
I Hostelería;Horas extras por trabajador;2017T4;1
I Hostelería;Horas extras por trabajador;2017T3;1
I Hostelería;Horas extras por trabajador;2017T2;0,9
I Hostelería;Horas extras por trabajador;2017T1;0,8
I Hostelería;Horas extras por trabajador;2016T4;0,7
I Hostelería;Horas extras por trabajador;2016T3;0,9
I Hostelería;Horas extras por trabajador;2016T2;0,6
I Hostelería;Horas extras por trabajador;2016T1;0,4
I Hostelería;Horas extras por trabajador;2015T4;0,6
I Hostelería;Horas extras por trabajador;2015T3;0,7
I Hostelería;Horas extras por trabajador;2015T2;0,7
I Hostelería;Horas extras por trabajador;2015T1;0,5
I Hostelería;Horas extras por trabajador;2014T4;0,7
I Hostelería;Horas extras por trabajador;2014T3;0,6
I Hostelería;Horas extras por trabajador;2014T2;0,3
I Hostelería;Horas extras por trabajador;2014T1;0,2
I Hostelería;Horas extras por trabajador;2013T4;0,3
I Hostelería;Horas extras por trabajador;2013T3;0,2
I Hostelería;Horas extras por trabajador;2013T2;0,2
I Hostelería;Horas extras por trabajador;2013T1;0,2
I Hostelería;Horas extras por trabajador;2012T4;0,2
I Hostelería;Horas extras por trabajador;2012T3;0,2
I Hostelería;Horas extras por trabajador;2012T2;0,2
I Hostelería;Horas extras por trabajador;2012T1;0,2
I Hostelería;Horas extras por trabajador;2011T4;0,2
I Hostelería;Horas extras por trabajador;2011T3;0,1
I Hostelería;Horas extras por trabajador;2011T2;0,1
I Hostelería;Horas extras por trabajador;2011T1;0,1
I Hostelería;Horas extras por trabajador;2010T4;0,2
I Hostelería;Horas extras por trabajador;2010T3;0,2
I Hostelería;Horas extras por trabajador;2010T2;0,2
I Hostelería;Horas extras por trabajador;2010T1;0,2
I Hostelería;Horas extras por trabajador;2009T4;0,2
I Hostelería;Horas extras por trabajador;2009T3;0,2
I Hostelería;Horas extras por trabajador;2009T2;0,2
I Hostelería;Horas extras por trabajador;2009T1;0,2
I Hostelería;Horas extras por trabajador;2008T4;0,2
I Hostelería;Horas extras por trabajador;2008T3;0,2
I Hostelería;Horas extras por trabajador;2008T2;0,2
I Hostelería;Horas extras por trabajador;2008T1;0,2
J Información y comunicaciones;Horas pactadas;2024T4;167,7
J Información y comunicaciones;Horas pactadas;2024T3;167,8
J Información y comunicaciones;Horas pactadas;2024T2;167,8
J Información y comunicaciones;Horas pactadas;2024T1;167,4
J Información y comunicaciones;Horas pactadas;2023T4;167,3
J Información y comunicaciones;Horas pactadas;2023T3;167,4
J Información y comunicaciones;Horas pactadas;2023T2;167,2
J Información y comunicaciones;Horas pactadas;2023T1;167,3
J Información y comunicaciones;Horas pactadas;2022T4;166,7
J Información y comunicaciones;Horas pactadas;2022T3;167,1
J Información y comunicaciones;Horas pactadas;2022T2;166,8
J Información y comunicaciones;Horas pactadas;2022T1;166,6
J Información y comunicaciones;Horas pactadas;2021T4;166,5
J Información y comunicaciones;Horas pactadas;2021T3;166,6
J Información y comunicaciones;Horas pactadas;2021T2;166,3
J Información y comunicaciones;Horas pactadas;2021T1;166
J Información y comunicaciones;Horas pactadas;2020T4;165,6
J Información y comunicaciones;Horas pactadas;2020T3;165,8
J Información y comunicaciones;Horas pactadas;2020T2;165,5
J Información y comunicaciones;Horas pactadas;2020T1;165,1
J Información y comunicaciones;Horas pactadas;2019T4;164,5
J Información y comunicaciones;Horas pactadas;2019T3;164,6
J Información y comunicaciones;Horas pactadas;2019T2;164,3
J Información y comunicaciones;Horas pactadas;2019T1;164,5
J Información y comunicaciones;Horas pactadas;2018T4;164,1
J Información y comunicaciones;Horas pactadas;2018T3;164,2
J Información y comunicaciones;Horas pactadas;2018T2;164
J Información y comunicaciones;Horas pactadas;2018T1;163,9
J Información y comunicaciones;Horas pactadas;2017T4;163,8
J Información y comunicaciones;Horas pactadas;2017T3;164,6
J Información y comunicaciones;Horas pactadas;2017T2;164,7
J Información y comunicaciones;Horas pactadas;2017T1;164,4
J Información y comunicaciones;Horas pactadas;2016T4;164,1
J Información y comunicaciones;Horas pactadas;2016T3;164,7
J Información y comunicaciones;Horas pactadas;2016T2;164,4
J Información y comunicaciones;Horas pactadas;2016T1;164,4
J Información y comunicaciones;Horas pactadas;2015T4;164
J Información y comunicaciones;Horas pactadas;2015T3;164,5
J Información y comunicaciones;Horas pactadas;2015T2;164,3
J Información y comunicaciones;Horas pactadas;2015T1;164
J Información y comunicaciones;Horas pactadas;2014T4;163,7
J Información y comunicaciones;Horas pactadas;2014T3;163,7
J Información y comunicaciones;Horas pactadas;2014T2;163,3
J Información y comunicaciones;Horas pactadas;2014T1;163,7
J Información y comunicaciones;Horas pactadas;2013T4;163,9
J Información y comunicaciones;Horas pactadas;2013T3;163,9
J Información y comunicaciones;Horas pactadas;2013T2;163,6
J Información y comunicaciones;Horas pactadas;2013T1;163,3
J Información y comunicaciones;Horas pactadas;2012T4;163,5
J Información y comunicaciones;Horas pactadas;2012T3;163,4
J Información y comunicaciones;Horas pactadas;2012T2;163,5
J Información y comunicaciones;Horas pactadas;2012T1;163,8
J Información y comunicaciones;Horas pactadas;2011T4;163,6
J Información y comunicaciones;Horas pactadas;2011T3;163,6
J Información y comunicaciones;Horas pactadas;2011T2;163,5
J Información y comunicaciones;Horas pactadas;2011T1;163,5
J Información y comunicaciones;Horas pactadas;2010T4;163,5
J Información y comunicaciones;Horas pactadas;2010T3;163,7
J Información y comunicaciones;Horas pactadas;2010T2;163,4
J Información y comunicaciones;Horas pactadas;2010T1;163,5
J Información y comunicaciones;Horas pactadas;2009T4;164
J Información y comunicaciones;Horas pactadas;2009T3;163,9
J Información y comunicaciones;Horas pactadas;2009T2;163,6
J Información y comunicaciones;Horas pactadas;2009T1;163,9
J Información y comunicaciones;Horas pactadas;2008T4;163,2
J Información y comunicaciones;Horas pactadas;2008T3;163,6
J Información y comunicaciones;Horas pactadas;2008T2;163,4
J Información y comunicaciones;Horas pactadas;2008T1;163,5
J Información y comunicaciones;Horas pagadas;2024T4;167,9
J Información y comunicaciones;Horas pagadas;2024T3;167,9
J Información y comunicaciones;Horas pagadas;2024T2;168,1
J Información y comunicaciones;Horas pagadas;2024T1;167,6
J Información y comunicaciones;Horas pagadas;2023T4;167,4
J Información y comunicaciones;Horas pagadas;2023T3;167,4
J Información y comunicaciones;Horas pagadas;2023T2;167,5
J Información y comunicaciones;Horas pagadas;2023T1;167,6
J Información y comunicaciones;Horas pagadas;2022T4;167
J Información y comunicaciones;Horas pagadas;2022T3;167,4
J Información y comunicaciones;Horas pagadas;2022T2;167,2
J Información y comunicaciones;Horas pagadas;2022T1;167
J Información y comunicaciones;Horas pagadas;2021T4;166,8
J Información y comunicaciones;Horas pagadas;2021T3;166,8
J Información y comunicaciones;Horas pagadas;2021T2;166,3
J Información y comunicaciones;Horas pagadas;2021T1;166,6
J Información y comunicaciones;Horas pagadas;2020T4;166
J Información y comunicaciones;Horas pagadas;2020T3;166,1
J Información y comunicaciones;Horas pagadas;2020T2;165,8
J Información y comunicaciones;Horas pagadas;2020T1;165,6
J Información y comunicaciones;Horas pagadas;2019T4;165
J Información y comunicaciones;Horas pagadas;2019T3;165
J Información y comunicaciones;Horas pagadas;2019T2;164,8
J Información y comunicaciones;Horas pagadas;2019T1;164,8
J Información y comunicaciones;Horas pagadas;2018T4;164,4
J Información y comunicaciones;Horas pagadas;2018T3;164,7
J Información y comunicaciones;Horas pagadas;2018T2;164,6
J Información y comunicaciones;Horas pagadas;2018T1;164,6
J Información y comunicaciones;Horas pagadas;2017T4;164,3
J Información y comunicaciones;Horas pagadas;2017T3;165
J Información y comunicaciones;Horas pagadas;2017T2;165,4
J Información y comunicaciones;Horas pagadas;2017T1;165,1
J Información y comunicaciones;Horas pagadas;2016T4;164,7
J Información y comunicaciones;Horas pagadas;2016T3;165
J Información y comunicaciones;Horas pagadas;2016T2;165
J Información y comunicaciones;Horas pagadas;2016T1;165,1
J Información y comunicaciones;Horas pagadas;2015T4;164,9
J Información y comunicaciones;Horas pagadas;2015T3;165,4
J Información y comunicaciones;Horas pagadas;2015T2;165
J Información y comunicaciones;Horas pagadas;2015T1;164,5
J Información y comunicaciones;Horas pagadas;2014T4;164,7
J Información y comunicaciones;Horas pagadas;2014T3;164,5
J Información y comunicaciones;Horas pagadas;2014T2;164,3
J Información y comunicaciones;Horas pagadas;2014T1;164,6
J Información y comunicaciones;Horas pagadas;2013T4;164,8
J Información y comunicaciones;Horas pagadas;2013T3;164,9
J Información y comunicaciones;Horas pagadas;2013T2;164
J Información y comunicaciones;Horas pagadas;2013T1;163,6
J Información y comunicaciones;Horas pagadas;2012T4;163,7
J Información y comunicaciones;Horas pagadas;2012T3;163,7
J Información y comunicaciones;Horas pagadas;2012T2;163,8
J Información y comunicaciones;Horas pagadas;2012T1;163,8
J Información y comunicaciones;Horas pagadas;2011T4;163,9
J Información y comunicaciones;Horas pagadas;2011T3;163,9
J Información y comunicaciones;Horas pagadas;2011T2;163,7
J Información y comunicaciones;Horas pagadas;2011T1;163,8
J Información y comunicaciones;Horas pagadas;2010T4;163,9
J Información y comunicaciones;Horas pagadas;2010T3;163,9
J Información y comunicaciones;Horas pagadas;2010T2;163,7
J Información y comunicaciones;Horas pagadas;2010T1;164
J Información y comunicaciones;Horas pagadas;2009T4;164,4
J Información y comunicaciones;Horas pagadas;2009T3;164,2
J Información y comunicaciones;Horas pagadas;2009T2;164
J Información y comunicaciones;Horas pagadas;2009T1;164,3
J Información y comunicaciones;Horas pagadas;2008T4;163,5
J Información y comunicaciones;Horas pagadas;2008T3;163,9
J Información y comunicaciones;Horas pagadas;2008T2;163,9
J Información y comunicaciones;Horas pagadas;2008T1;164,3
J Información y comunicaciones;Horas efectivas;2024T4;141,3
J Información y comunicaciones;Horas efectivas;2024T3;130,8
J Información y comunicaciones;Horas efectivas;2024T2;148,7
J Información y comunicaciones;Horas efectivas;2024T1;146,8
J Información y comunicaciones;Horas efectivas;2023T4;139
J Información y comunicaciones;Horas efectivas;2023T3;132,2
J Información y comunicaciones;Horas efectivas;2023T2;145,9
J Información y comunicaciones;Horas efectivas;2023T1;151,6
J Información y comunicaciones;Horas efectivas;2022T4;141,9
J Información y comunicaciones;Horas efectivas;2022T3;131,7
J Información y comunicaciones;Horas efectivas;2022T2;147,5
J Información y comunicaciones;Horas efectivas;2022T1;150,9
J Información y comunicaciones;Horas efectivas;2021T4;142,1
J Información y comunicaciones;Horas efectivas;2021T3;131,2
J Información y comunicaciones;Horas efectivas;2021T2;145,9
J Información y comunicaciones;Horas efectivas;2021T1;147,3
J Información y comunicaciones;Horas efectivas;2020T4;140,4
J Información y comunicaciones;Horas efectivas;2020T3;128,3
J Información y comunicaciones;Horas efectivas;2020T2;137,7
J Información y comunicaciones;Horas efectivas;2020T1;148,3
J Información y comunicaciones;Horas efectivas;2019T4;142,2
J Información y comunicaciones;Horas efectivas;2019T3;131,4
J Información y comunicaciones;Horas efectivas;2019T2;144,1
J Información y comunicaciones;Horas efectivas;2019T1;149,6
J Información y comunicaciones;Horas efectivas;2018T4;140,3
J Información y comunicaciones;Horas efectivas;2018T3;129,5
J Información y comunicaciones;Horas efectivas;2018T2;149,3
J Información y comunicaciones;Horas efectivas;2018T1;146,1
J Información y comunicaciones;Horas efectivas;2017T4;138,1
J Información y comunicaciones;Horas efectivas;2017T3;128,6
J Información y comunicaciones;Horas efectivas;2017T2;146
J Información y comunicaciones;Horas efectivas;2017T1;151,6
J Información y comunicaciones;Horas efectivas;2016T4;140,2
J Información y comunicaciones;Horas efectivas;2016T3;127,9
J Información y comunicaciones;Horas efectivas;2016T2;152,6
J Información y comunicaciones;Horas efectivas;2016T1;144,9
J Información y comunicaciones;Horas efectivas;2015T4;144
J Información y comunicaciones;Horas efectivas;2015T3;129,2
J Información y comunicaciones;Horas efectivas;2015T2;145,2
J Información y comunicaciones;Horas efectivas;2015T1;149
J Información y comunicaciones;Horas efectivas;2014T4;145,6
J Información y comunicaciones;Horas efectivas;2014T3;126,9
J Información y comunicaciones;Horas efectivas;2014T2;143,2
J Información y comunicaciones;Horas efectivas;2014T1;150,6
J Información y comunicaciones;Horas efectivas;2013T4;142
J Información y comunicaciones;Horas efectivas;2013T3;129,6
J Información y comunicaciones;Horas efectivas;2013T2;149,1
J Información y comunicaciones;Horas efectivas;2013T1;145,1
J Información y comunicaciones;Horas efectivas;2012T4;141,2
J Información y comunicaciones;Horas efectivas;2012T3;128,5
J Información y comunicaciones;Horas efectivas;2012T2;144,3
J Información y comunicaciones;Horas efectivas;2012T1;150,3
J Información y comunicaciones;Horas efectivas;2011T4;141,6
J Información y comunicaciones;Horas efectivas;2011T3;126,7
J Información y comunicaciones;Horas efectivas;2011T2;145,1
J Información y comunicaciones;Horas efectivas;2011T1;150,7
J Información y comunicaciones;Horas efectivas;2010T4;142,3
J Información y comunicaciones;Horas efectivas;2010T3;129,9
J Información y comunicaciones;Horas efectivas;2010T2;145,7
J Información y comunicaciones;Horas efectivas;2010T1;148,4
J Información y comunicaciones;Horas efectivas;2009T4;143,9
J Información y comunicaciones;Horas efectivas;2009T3;125,7
J Información y comunicaciones;Horas efectivas;2009T2;143,7
J Información y comunicaciones;Horas efectivas;2009T1;148,8
J Información y comunicaciones;Horas efectivas;2008T4;145,4
J Información y comunicaciones;Horas efectivas;2008T3;124,4
J Información y comunicaciones;Horas efectivas;2008T2;149,2
J Información y comunicaciones;Horas efectivas;2008T1;146,6
J Información y comunicaciones;Horas no trabajadas;2024T4;26,8
J Información y comunicaciones;Horas no trabajadas;2024T3;37,2
J Información y comunicaciones;Horas no trabajadas;2024T2;19,5
J Información y comunicaciones;Horas no trabajadas;2024T1;21
J Información y comunicaciones;Horas no trabajadas;2023T4;28,6
J Información y comunicaciones;Horas no trabajadas;2023T3;35,5
J Información y comunicaciones;Horas no trabajadas;2023T2;21,8
J Información y comunicaciones;Horas no trabajadas;2023T1;16,1
J Información y comunicaciones;Horas no trabajadas;2022T4;25,3
J Información y comunicaciones;Horas no trabajadas;2022T3;35,8
J Información y comunicaciones;Horas no trabajadas;2022T2;19,8
J Información y comunicaciones;Horas no trabajadas;2022T1;16,3
J Información y comunicaciones;Horas no trabajadas;2021T4;24,8
J Información y comunicaciones;Horas no trabajadas;2021T3;35,8
J Información y comunicaciones;Horas no trabajadas;2021T2;20,8
J Información y comunicaciones;Horas no trabajadas;2021T1;19,4
J Información y comunicaciones;Horas no trabajadas;2020T4;25,8
J Información y comunicaciones;Horas no trabajadas;2020T3;37,9
J Información y comunicaciones;Horas no trabajadas;2020T2;28,3
J Información y comunicaciones;Horas no trabajadas;2020T1;17,5
J Información y comunicaciones;Horas no trabajadas;2019T4;23,1
J Información y comunicaciones;Horas no trabajadas;2019T3;34
J Información y comunicaciones;Horas no trabajadas;2019T2;21
J Información y comunicaciones;Horas no trabajadas;2019T1;15,6
J Información y comunicaciones;Horas no trabajadas;2018T4;24,4
J Información y comunicaciones;Horas no trabajadas;2018T3;35,4
J Información y comunicaciones;Horas no trabajadas;2018T2;15,5
J Información y comunicaciones;Horas no trabajadas;2018T1;18,8
J Información y comunicaciones;Horas no trabajadas;2017T4;26,6
J Información y comunicaciones;Horas no trabajadas;2017T3;36,8
J Información y comunicaciones;Horas no trabajadas;2017T2;19,7
J Información y comunicaciones;Horas no trabajadas;2017T1;13,7
J Información y comunicaciones;Horas no trabajadas;2016T4;24,7
J Información y comunicaciones;Horas no trabajadas;2016T3;37,3
J Información y comunicaciones;Horas no trabajadas;2016T2;12,7
J Información y comunicaciones;Horas no trabajadas;2016T1;20,4
J Información y comunicaciones;Horas no trabajadas;2015T4;21,1
J Información y comunicaciones;Horas no trabajadas;2015T3;36,3
J Información y comunicaciones;Horas no trabajadas;2015T2;20,1
J Información y comunicaciones;Horas no trabajadas;2015T1;15,7
J Información y comunicaciones;Horas no trabajadas;2014T4;19,3
J Información y comunicaciones;Horas no trabajadas;2014T3;37,8
J Información y comunicaciones;Horas no trabajadas;2014T2;21,2
J Información y comunicaciones;Horas no trabajadas;2014T1;14,3
J Información y comunicaciones;Horas no trabajadas;2013T4;22,9
J Información y comunicaciones;Horas no trabajadas;2013T3;35,5
J Información y comunicaciones;Horas no trabajadas;2013T2;15
J Información y comunicaciones;Horas no trabajadas;2013T1;18,7
J Información y comunicaciones;Horas no trabajadas;2012T4;22,9
J Información y comunicaciones;Horas no trabajadas;2012T3;35,3
J Información y comunicaciones;Horas no trabajadas;2012T2;19,6
J Información y comunicaciones;Horas no trabajadas;2012T1;13,9
J Información y comunicaciones;Horas no trabajadas;2011T4;22,4
J Información y comunicaciones;Horas no trabajadas;2011T3;37,3
J Información y comunicaciones;Horas no trabajadas;2011T2;18,8
J Información y comunicaciones;Horas no trabajadas;2011T1;13,3
J Información y comunicaciones;Horas no trabajadas;2010T4;21,7
J Información y comunicaciones;Horas no trabajadas;2010T3;34,3
J Información y comunicaciones;Horas no trabajadas;2010T2;18,2
J Información y comunicaciones;Horas no trabajadas;2010T1;15,6
J Información y comunicaciones;Horas no trabajadas;2009T4;20,6
J Información y comunicaciones;Horas no trabajadas;2009T3;38,7
J Información y comunicaciones;Horas no trabajadas;2009T2;20,4
J Información y comunicaciones;Horas no trabajadas;2009T1;15,6
J Información y comunicaciones;Horas no trabajadas;2008T4;18,4
J Información y comunicaciones;Horas no trabajadas;2008T3;39,7
J Información y comunicaciones;Horas no trabajadas;2008T2;14,8
