Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2009T1;11,47
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2008T4;12,72
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2008T3;12,17
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2008T2;11,2
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2008T1;11,24
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2007T4;12,2
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2007T3;11,67
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2007T2;10,86
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2007T1;10,08
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2006T4;11,78
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2006T3;10,99
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2006T2;10,7
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2006T1;9,56
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2005T4;10,85
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2005T3;10,45
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2005T2;9,78
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2005T1;9,63
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2004T4;10,57
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2004T3;10,14
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2004T2;9,65
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2004T1;9,08
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2003T4;10,13
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2003T3;9,93
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2003T2;9,26
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2003T1;8,66
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2002T4;9,83
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2002T3;9,64
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2002T2;8,75
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2002T1;8,38
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2001T4;9,63
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2001T3;9,5
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2001T2;8,61
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2001T1;7,81
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2000T4;9,16
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2000T3;9,03
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2000T2;8,29
10 Comunitat Valenciana;Coste salarial total por hora;Euros;2000T1;7,51
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2024T4;120,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2024T3;115,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2024T2;110,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2024T1;105,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2023T4;116,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2023T3;112,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2023T2;107,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2023T1;98,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2022T4;109,2
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2022T3;106,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2022T2;102,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2022T1;96,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2021T4;105,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2021T3;101,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2021T2;102
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2021T1;96,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2020T4;103,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2020T3;98,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2020T2;104,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2020T1;94,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2019T4;99,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2019T3;97
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2019T2;94,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2019T1;87,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2018T4;99,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2018T3;96,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2018T2;91,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2018T1;87,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2017T4;101,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2017T3;92,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2017T2;93,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2017T1;85,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2016T4;97,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2016T3;94,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2016T2;87,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2016T1;89,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2015T4;96,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2015T3;94,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2015T2;89,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2015T1;86,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2014T4;94,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2014T3;92
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2014T2;90,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2014T1;85,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2013T4;95,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2013T3;92,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2013T2;88,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2013T1;86
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2012T4;97
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2012T3;93,2
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2012T2;91,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2012T1;84,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2011T4;95,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2011T3;94,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2011T2;91,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2011T1;84,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2010T4;95,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2010T3;89,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2010T2;87,2
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2010T1;83,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2009T4;92,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2009T3;88,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2009T2;86,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2009T1;80,2
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2008T4;88,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2008T3;85
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2008T2;78,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2008T1;78,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2007T4;85,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2007T3;81,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2007T2;75,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2007T1;70,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2006T4;82,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2006T3;76,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2006T2;74,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2006T1;66,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2005T4;75,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2005T3;73
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2005T2;68,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2005T1;67,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2004T4;73,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2004T3;70,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2004T2;67,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2004T1;63,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2003T4;70,8
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2003T3;69,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2003T2;64,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2003T1;60,5
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2002T4;68,7
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2002T3;67,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2002T2;61,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2002T1;58,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2001T4;67,3
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2001T3;66,4
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2001T2;60,2
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2001T1;54,6
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2000T4;64
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2000T3;63,1
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2000T2;57,9
10 Comunitat Valenciana;Coste salarial total por hora;Índice;2000T1;52,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2024T4;3,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2024T3;3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2024T2;3,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2024T1;7,8
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2023T4;6,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2023T3;5,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2023T2;5,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2023T1;1,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2022T4;3,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2022T3;4,9
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2022T2;0,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2022T1;-0,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2021T4;2,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2021T3;3,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2021T2;-2,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2021T1;2,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2020T4;3,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2020T3;1,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2020T2;10,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2020T1;7,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2019T4;0
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2019T3;0,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2019T2;3,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2019T1;0,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2018T4;-2,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2018T3;4,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2018T2;-2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2018T1;2,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2017T4;4,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2017T3;-2,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2017T2;7,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2017T1;-5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2016T4;0,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2016T3;0,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2016T2;-2,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2016T1;4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2015T4;1,9
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2015T3;2,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2015T2;-1,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2015T1;0,9
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2014T4;-0,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2014T3;-1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2014T2;2,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2014T1;-0,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2013T4;-1,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2013T3;-0,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2013T2;-3,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2013T1;1,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2012T4;1,8
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2012T3;-1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2012T2;0,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2012T1;0,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2011T4;0
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2011T3;5,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2011T2;4,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2011T1;1,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2010T4;3,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2010T3;0,8
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2010T2;0,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2010T1;4,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2009T4;4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2009T3;4,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2009T2;11,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2009T1;2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2008T4;4,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2008T3;4,3
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2008T2;3,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2008T1;11,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2007T4;3,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2007T3;6,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2007T2;1,5
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2007T1;5,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2006T4;8,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2006T3;5,2
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2006T2;9,4
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2006T1;-0,7
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2005T4;2,6
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2005T3;3,1
10 Comunitat Valenciana;Coste salarial total por hora;Tasa de variación anual;2005T2;1,3
