Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2024T2;-0,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2024T1;6,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2023T4;2,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2023T3;3,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2023T2;9,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2023T1;2,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2022T4;5,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2022T3;5,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2022T2;-1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2022T1;0
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2021T4;0,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2021T3;-3,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2021T2;-8,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2021T1;2,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2020T4;4,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2020T3;-0,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2020T2;11
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2020T1;6,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2019T4;0,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2019T3;5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2019T2;8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2019T1;-0,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2018T4;2,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2018T3;4,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2018T2;-3,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2018T1;4,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2017T4;0,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2017T3;-1,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2017T2;6,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2017T1;-4,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2016T4;1,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2016T3;3,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2016T2;-7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2016T1;2,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2015T4;-0,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2015T3;-0,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2015T2;1,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2015T1;1,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2014T4;-1,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2014T3;-4,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2014T2;2,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2014T1;-2,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2013T4;0,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2013T3;3,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2013T2;-2,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2013T1;4,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2012T4;0,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2012T3;2,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2012T2;5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2012T1;2,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2011T4;2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2011T3;2,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2011T2;-2,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2011T1;-2,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2010T4;1,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2010T3;0,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2010T2;1,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2010T1;2,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2009T4;4,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2009T3;2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2009T2;12,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2009T1;3,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2008T4;5,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2008T3;6,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2008T2;1,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2008T1;11
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2007T4;3,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2007T3;1,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2007T2;3,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2007T1;5,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2006T4;8,2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2006T3;6,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2006T2;12,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2006T1;0
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2005T4;3,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2005T3;5,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2005T2;0,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2005T1;6,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2004T4;4,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2004T3;2,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2004T2;2
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2004T1;4,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2003T4;1,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2003T3;2,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2003T2;8,3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2003T1;1,8
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2002T4;6,6
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2002T3;5,5
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2002T2;0,4
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2002T1;10,9
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2001T4;3
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2001T3;2,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2001T2;3,1
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2001T1;2,7
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2000T4;..
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2000T3;..
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2000T2;..
16 País Vasco;Coste salarial total por hora;Tasa de variación anual;2000T1;..
16 País Vasco;Otros costes por hora;Euros;2024T4;7,99
16 País Vasco;Otros costes por hora;Euros;2024T3;8,8
16 País Vasco;Otros costes por hora;Euros;2024T2;7,45
16 País Vasco;Otros costes por hora;Euros;2024T1;7,61
16 País Vasco;Otros costes por hora;Euros;2023T4;7,7
16 País Vasco;Otros costes por hora;Euros;2023T3;8,52
16 País Vasco;Otros costes por hora;Euros;2023T2;7,64
16 País Vasco;Otros costes por hora;Euros;2023T1;7,1
16 País Vasco;Otros costes por hora;Euros;2022T4;7,11
16 País Vasco;Otros costes por hora;Euros;2022T3;8,17
16 País Vasco;Otros costes por hora;Euros;2022T2;6,84
16 País Vasco;Otros costes por hora;Euros;2022T1;6,73
16 País Vasco;Otros costes por hora;Euros;2021T4;6,93
16 País Vasco;Otros costes por hora;Euros;2021T3;7,54
16 País Vasco;Otros costes por hora;Euros;2021T2;6,92
16 País Vasco;Otros costes por hora;Euros;2021T1;6,85
16 País Vasco;Otros costes por hora;Euros;2020T4;6,99
16 País Vasco;Otros costes por hora;Euros;2020T3;7,67
16 País Vasco;Otros costes por hora;Euros;2020T2;7,72
16 País Vasco;Otros costes por hora;Euros;2020T1;6,61
16 País Vasco;Otros costes por hora;Euros;2019T4;6,58
16 País Vasco;Otros costes por hora;Euros;2019T3;7,62
16 País Vasco;Otros costes por hora;Euros;2019T2;6,38
16 País Vasco;Otros costes por hora;Euros;2019T1;6,16
16 País Vasco;Otros costes por hora;Euros;2018T4;6,21
16 País Vasco;Otros costes por hora;Euros;2018T3;7,11
16 País Vasco;Otros costes por hora;Euros;2018T2;6
16 País Vasco;Otros costes por hora;Euros;2018T1;6,13
16 País Vasco;Otros costes por hora;Euros;2017T4;6,09
16 País Vasco;Otros costes por hora;Euros;2017T3;6,81
16 País Vasco;Otros costes por hora;Euros;2017T2;6,06
16 País Vasco;Otros costes por hora;Euros;2017T1;5,83
16 País Vasco;Otros costes por hora;Euros;2016T4;5,97
16 País Vasco;Otros costes por hora;Euros;2016T3;6,95
16 País Vasco;Otros costes por hora;Euros;2016T2;5,61
16 País Vasco;Otros costes por hora;Euros;2016T1;5,96
16 País Vasco;Otros costes por hora;Euros;2015T4;5,79
16 País Vasco;Otros costes por hora;Euros;2015T3;6,72
16 País Vasco;Otros costes por hora;Euros;2015T2;5,94
16 País Vasco;Otros costes por hora;Euros;2015T1;5,8
16 País Vasco;Otros costes por hora;Euros;2014T4;5,85
16 País Vasco;Otros costes por hora;Euros;2014T3;6,67
16 País Vasco;Otros costes por hora;Euros;2014T2;6,09
16 País Vasco;Otros costes por hora;Euros;2014T1;5,81
16 País Vasco;Otros costes por hora;Euros;2013T4;6,19
16 País Vasco;Otros costes por hora;Euros;2013T3;7,04
16 País Vasco;Otros costes por hora;Euros;2013T2;5,69
16 País Vasco;Otros costes por hora;Euros;2013T1;5,98
16 País Vasco;Otros costes por hora;Euros;2012T4;6,09
16 País Vasco;Otros costes por hora;Euros;2012T3;6,67
16 País Vasco;Otros costes por hora;Euros;2012T2;5,8
16 País Vasco;Otros costes por hora;Euros;2012T1;5,7
16 País Vasco;Otros costes por hora;Euros;2011T4;5,73
16 País Vasco;Otros costes por hora;Euros;2011T3;7,02
16 País Vasco;Otros costes por hora;Euros;2011T2;5,57
16 País Vasco;Otros costes por hora;Euros;2011T1;5,41
16 País Vasco;Otros costes por hora;Euros;2010T4;5,66
16 País Vasco;Otros costes por hora;Euros;2010T3;6,39
16 País Vasco;Otros costes por hora;Euros;2010T2;5,52
16 País Vasco;Otros costes por hora;Euros;2010T1;5,68
16 País Vasco;Otros costes por hora;Euros;2009T4;5,71
16 País Vasco;Otros costes por hora;Euros;2009T3;6,45
16 País Vasco;Otros costes por hora;Euros;2009T2;5,72
16 País Vasco;Otros costes por hora;Euros;2009T1;5,64
16 País Vasco;Otros costes por hora;Euros;2008T4;5,37
16 País Vasco;Otros costes por hora;Euros;2008T3;6,34
16 País Vasco;Otros costes por hora;Euros;2008T2;5,14
16 País Vasco;Otros costes por hora;Euros;2008T1;5,47
16 País Vasco;Otros costes por hora;Euros;2007T4;5,53
16 País Vasco;Otros costes por hora;Euros;2007T3;6,06
16 País Vasco;Otros costes por hora;Euros;2007T2;5,2
16 País Vasco;Otros costes por hora;Euros;2007T1;5,13
16 País Vasco;Otros costes por hora;Euros;2006T4;5,09
16 País Vasco;Otros costes por hora;Euros;2006T3;5,96
16 País Vasco;Otros costes por hora;Euros;2006T2;4,9
16 País Vasco;Otros costes por hora;Euros;2006T1;4,81
16 País Vasco;Otros costes por hora;Euros;2005T4;4,78
16 País Vasco;Otros costes por hora;Euros;2005T3;5,46
16 País Vasco;Otros costes por hora;Euros;2005T2;4,47
16 País Vasco;Otros costes por hora;Euros;2005T1;4,7
16 País Vasco;Otros costes por hora;Euros;2004T4;4,49
16 País Vasco;Otros costes por hora;Euros;2004T3;5,17
16 País Vasco;Otros costes por hora;Euros;2004T2;4,41
16 País Vasco;Otros costes por hora;Euros;2004T1;4,29
16 País Vasco;Otros costes por hora;Euros;2003T4;4,41
16 País Vasco;Otros costes por hora;Euros;2003T3;5,09
16 País Vasco;Otros costes por hora;Euros;2003T2;4,36
16 País Vasco;Otros costes por hora;Euros;2003T1;4,09
16 País Vasco;Otros costes por hora;Euros;2002T4;4,24
16 País Vasco;Otros costes por hora;Euros;2002T3;4,83
16 País Vasco;Otros costes por hora;Euros;2002T2;3,98
16 País Vasco;Otros costes por hora;Euros;2002T1;3,99
16 País Vasco;Otros costes por hora;Euros;2001T4;3,91
16 País Vasco;Otros costes por hora;Euros;2001T3;4,47
16 País Vasco;Otros costes por hora;Euros;2001T2;3,85
16 País Vasco;Otros costes por hora;Euros;2001T1;3,66
16 País Vasco;Otros costes por hora;Euros;2000T4;3,66
16 País Vasco;Otros costes por hora;Euros;2000T3;4,24
16 País Vasco;Otros costes por hora;Euros;2000T2;3,73
16 País Vasco;Otros costes por hora;Euros;2000T1;3,39
16 País Vasco;Otros costes por hora;Índice;2024T4;110,2
16 País Vasco;Otros costes por hora;Índice;2024T3;121,4
16 País Vasco;Otros costes por hora;Índice;2024T2;102,8
16 País Vasco;Otros costes por hora;Índice;2024T1;105
16 País Vasco;Otros costes por hora;Índice;2023T4;106,2
16 País Vasco;Otros costes por hora;Índice;2023T3;117,5
16 País Vasco;Otros costes por hora;Índice;2023T2;105,4
16 País Vasco;Otros costes por hora;Índice;2023T1;97,9
16 País Vasco;Otros costes por hora;Índice;2022T4;98,1
16 País Vasco;Otros costes por hora;Índice;2022T3;112,7
16 País Vasco;Otros costes por hora;Índice;2022T2;94,3
16 País Vasco;Otros costes por hora;Índice;2022T1;92,8
16 País Vasco;Otros costes por hora;Índice;2021T4;95,6
16 País Vasco;Otros costes por hora;Índice;2021T3;104
16 País Vasco;Otros costes por hora;Índice;2021T2;95,4
16 País Vasco;Otros costes por hora;Índice;2021T1;94,5
16 País Vasco;Otros costes por hora;Índice;2020T4;96,4
16 País Vasco;Otros costes por hora;Índice;2020T3;105,8
16 País Vasco;Otros costes por hora;Índice;2020T2;106,5
16 País Vasco;Otros costes por hora;Índice;2020T1;91,2
16 País Vasco;Otros costes por hora;Índice;2019T4;90,8
16 País Vasco;Otros costes por hora;Índice;2019T3;105,1
16 País Vasco;Otros costes por hora;Índice;2019T2;88
16 País Vasco;Otros costes por hora;Índice;2019T1;85
16 País Vasco;Otros costes por hora;Índice;2018T4;85,7
16 País Vasco;Otros costes por hora;Índice;2018T3;98,1
16 País Vasco;Otros costes por hora;Índice;2018T2;82,8
16 País Vasco;Otros costes por hora;Índice;2018T1;84,6
16 País Vasco;Otros costes por hora;Índice;2017T4;84
16 País Vasco;Otros costes por hora;Índice;2017T3;93,9
16 País Vasco;Otros costes por hora;Índice;2017T2;83,6
16 País Vasco;Otros costes por hora;Índice;2017T1;80,4
16 País Vasco;Otros costes por hora;Índice;2016T4;82,3
16 País Vasco;Otros costes por hora;Índice;2016T3;95,9
16 País Vasco;Otros costes por hora;Índice;2016T2;77,4
16 País Vasco;Otros costes por hora;Índice;2016T1;82,2
16 País Vasco;Otros costes por hora;Índice;2015T4;79,9
16 País Vasco;Otros costes por hora;Índice;2015T3;92,7
16 País Vasco;Otros costes por hora;Índice;2015T2;81,9
16 País Vasco;Otros costes por hora;Índice;2015T1;80
16 País Vasco;Otros costes por hora;Índice;2014T4;80,7
16 País Vasco;Otros costes por hora;Índice;2014T3;92
16 País Vasco;Otros costes por hora;Índice;2014T2;84
16 País Vasco;Otros costes por hora;Índice;2014T1;80,1
16 País Vasco;Otros costes por hora;Índice;2013T4;85,4
16 País Vasco;Otros costes por hora;Índice;2013T3;97,1
16 País Vasco;Otros costes por hora;Índice;2013T2;78,5
16 País Vasco;Otros costes por hora;Índice;2013T1;82,5
16 País Vasco;Otros costes por hora;Índice;2012T4;84
16 País Vasco;Otros costes por hora;Índice;2012T3;92
16 País Vasco;Otros costes por hora;Índice;2012T2;80
16 País Vasco;Otros costes por hora;Índice;2012T1;78,6
16 País Vasco;Otros costes por hora;Índice;2011T4;79
16 País Vasco;Otros costes por hora;Índice;2011T3;96,8
16 País Vasco;Otros costes por hora;Índice;2011T2;76,8
16 País Vasco;Otros costes por hora;Índice;2011T1;74,6
16 País Vasco;Otros costes por hora;Índice;2010T4;78,1
16 País Vasco;Otros costes por hora;Índice;2010T3;88,1
16 País Vasco;Otros costes por hora;Índice;2010T2;76,1
16 País Vasco;Otros costes por hora;Índice;2010T1;78,3
16 País Vasco;Otros costes por hora;Índice;2009T4;78,8
16 País Vasco;Otros costes por hora;Índice;2009T3;89
16 País Vasco;Otros costes por hora;Índice;2009T2;78,9
16 País Vasco;Otros costes por hora;Índice;2009T1;77,8
16 País Vasco;Otros costes por hora;Índice;2008T4;74,1
16 País Vasco;Otros costes por hora;Índice;2008T3;87,4
16 País Vasco;Otros costes por hora;Índice;2008T2;70,9
16 País Vasco;Otros costes por hora;Índice;2008T1;75,4
16 País Vasco;Otros costes por hora;Índice;2007T4;76,3
16 País Vasco;Otros costes por hora;Índice;2007T3;83,6
16 País Vasco;Otros costes por hora;Índice;2007T2;71,7
16 País Vasco;Otros costes por hora;Índice;2007T1;70,8
16 País Vasco;Otros costes por hora;Índice;2006T4;70,2
16 País Vasco;Otros costes por hora;Índice;2006T3;82,2
16 País Vasco;Otros costes por hora;Índice;2006T2;67,6
16 País Vasco;Otros costes por hora;Índice;2006T1;66,3
16 País Vasco;Otros costes por hora;Índice;2005T4;65,9
16 País Vasco;Otros costes por hora;Índice;2005T3;75,3
16 País Vasco;Otros costes por hora;Índice;2005T2;61,7
16 País Vasco;Otros costes por hora;Índice;2005T1;64,8
16 País Vasco;Otros costes por hora;Índice;2004T4;61,9
16 País Vasco;Otros costes por hora;Índice;2004T3;71,3
16 País Vasco;Otros costes por hora;Índice;2004T2;60,8
16 País Vasco;Otros costes por hora;Índice;2004T1;59,2
16 País Vasco;Otros costes por hora;Índice;2003T4;60,8
16 País Vasco;Otros costes por hora;Índice;2003T3;70,2
16 País Vasco;Otros costes por hora;Índice;2003T2;60,1
16 País Vasco;Otros costes por hora;Índice;2003T1;56,4
16 País Vasco;Otros costes por hora;Índice;2002T4;58,5
16 País Vasco;Otros costes por hora;Índice;2002T3;66,6
16 País Vasco;Otros costes por hora;Índice;2002T2;54,9
16 País Vasco;Otros costes por hora;Índice;2002T1;55
16 País Vasco;Otros costes por hora;Índice;2001T4;53,9
16 País Vasco;Otros costes por hora;Índice;2001T3;61,7
16 País Vasco;Otros costes por hora;Índice;2001T2;53,1
16 País Vasco;Otros costes por hora;Índice;2001T1;50,5
16 País Vasco;Otros costes por hora;Índice;2000T4;50,5
16 País Vasco;Otros costes por hora;Índice;2000T3;58,5
16 País Vasco;Otros costes por hora;Índice;2000T2;51,4
16 País Vasco;Otros costes por hora;Índice;2000T1;46,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2024T4;3,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2024T3;3,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2024T2;-2,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2024T1;7,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2023T4;8,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2023T3;4,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2023T2;11,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2023T1;5,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2022T4;2,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2022T3;8,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2022T2;-1,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2022T1;-1,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2021T4;-0,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2021T3;-1,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2021T2;-10,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2021T1;3,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2020T4;6,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2020T3;0,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2020T2;21
16 País Vasco;Otros costes por hora;Tasa de variación anual;2020T1;7,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2019T4;6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2019T3;7,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2019T2;6,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2019T1;0,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2018T4;2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2018T3;4,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2018T2;-1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2018T1;5,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2017T4;2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2017T3;-2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2017T2;8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2017T1;-2,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2016T4;3,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2016T3;3,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2016T2;-5,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2016T1;2,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2015T4;-1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2015T3;0,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2015T2;-2,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2015T1;-0,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2014T4;-5,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2014T3;-5,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2014T2;7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2014T1;-2,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2013T4;1,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2013T3;5,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2013T2;-1,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2013T1;4,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2012T4;6,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2012T3;-5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2012T2;4,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2012T1;5,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2011T4;1,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2011T3;9,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2011T2;0,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2011T1;-4,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2010T4;-0,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2010T3;-0,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2010T2;-3,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2010T1;0,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2009T4;6,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2009T3;1,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2009T2;11,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2009T1;3,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2008T4;-2,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2008T3;4,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2008T2;-1,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2008T1;6,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2007T4;8,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2007T3;1,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2007T2;6,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2007T1;6,7
16 País Vasco;Otros costes por hora;Tasa de variación anual;2006T4;6,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2006T3;9,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2006T2;9,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2006T1;2,3
16 País Vasco;Otros costes por hora;Tasa de variación anual;2005T4;6,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2005T3;5,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2005T2;1,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2005T1;9,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2004T4;1,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2004T3;1,6
16 País Vasco;Otros costes por hora;Tasa de variación anual;2004T2;1,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2004T1;4,9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2003T4;4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2003T3;5,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2003T2;9,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2003T1;2,5
16 País Vasco;Otros costes por hora;Tasa de variación anual;2002T4;8,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2002T3;8,1
16 País Vasco;Otros costes por hora;Tasa de variación anual;2002T2;3,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2002T1;9
16 País Vasco;Otros costes por hora;Tasa de variación anual;2001T4;6,8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2001T3;5,4
16 País Vasco;Otros costes por hora;Tasa de variación anual;2001T2;3,2
16 País Vasco;Otros costes por hora;Tasa de variación anual;2001T1;8
16 País Vasco;Otros costes por hora;Tasa de variación anual;2000T4;..
16 País Vasco;Otros costes por hora;Tasa de variación anual;2000T3;..
16 País Vasco;Otros costes por hora;Tasa de variación anual;2000T2;..
16 País Vasco;Otros costes por hora;Tasa de variación anual;2000T1;..
17 Rioja, La;Coste total por trabajador;Euros;2024T4;3.019,88
17 Rioja, La;Coste total por trabajador;Euros;2024T3;2.720,38
17 Rioja, La;Coste total por trabajador;Euros;2024T2;2.953,3
17 Rioja, La;Coste total por trabajador;Euros;2024T1;2.663,81
17 Rioja, La;Coste total por trabajador;Euros;2023T4;2.873,88
17 Rioja, La;Coste total por trabajador;Euros;2023T3;2.607,44
17 Rioja, La;Coste total por trabajador;Euros;2023T2;2.805,38
17 Rioja, La;Coste total por trabajador;Euros;2023T1;2.585,55
17 Rioja, La;Coste total por trabajador;Euros;2022T4;2.764,13
17 Rioja, La;Coste total por trabajador;Euros;2022T3;2.448,69
17 Rioja, La;Coste total por trabajador;Euros;2022T2;2.627,14
17 Rioja, La;Coste total por trabajador;Euros;2022T1;2.431,37
17 Rioja, La;Coste total por trabajador;Euros;2021T4;2.615,11
17 Rioja, La;Coste total por trabajador;Euros;2021T3;2.344
17 Rioja, La;Coste total por trabajador;Euros;2021T2;2.509,67
17 Rioja, La;Coste total por trabajador;Euros;2021T1;2.287,42
17 Rioja, La;Coste total por trabajador;Euros;2020T4;2.515,56
17 Rioja, La;Coste total por trabajador;Euros;2020T3;2.301,23
17 Rioja, La;Coste total por trabajador;Euros;2020T2;2.236,61
17 Rioja, La;Coste total por trabajador;Euros;2020T1;2.274,03
