Divisiones de la CNAE-09;Tiempo de trabajo;Periodo;Total
77 Actividades de alquiler;Horas no trabajadas;2011T3;25,8
77 Actividades de alquiler;Horas no trabajadas;2011T2;17,8
77 Actividades de alquiler;Horas no trabajadas;2011T1;13,3
77 Actividades de alquiler;Horas no trabajadas;2010T4;21,2
77 Actividades de alquiler;Horas no trabajadas;2010T3;20
77 Actividades de alquiler;Horas no trabajadas;2010T2;17,6
77 Actividades de alquiler;Horas no trabajadas;2010T1;14,6
77 Actividades de alquiler;Horas no trabajadas;2009T4;20,2
77 Actividades de alquiler;Horas no trabajadas;2009T3;24,5
77 Actividades de alquiler;Horas no trabajadas;2009T2;18,7
77 Actividades de alquiler;Horas no trabajadas;2009T1;15,9
77 Actividades de alquiler;Horas no trabajadas;2008T4;18,2
77 Actividades de alquiler;Horas no trabajadas;2008T3;27,8
77 Actividades de alquiler;Horas no trabajadas;2008T2;13,7
77 Actividades de alquiler;Horas no trabajadas;2008T1;18,7
77 Actividades de alquiler;Horas extras por trabajador;2024T4;0,5
77 Actividades de alquiler;Horas extras por trabajador;2024T3;0,6
77 Actividades de alquiler;Horas extras por trabajador;2024T2;0,6
77 Actividades de alquiler;Horas extras por trabajador;2024T1;0,6
77 Actividades de alquiler;Horas extras por trabajador;2023T4;0,6
77 Actividades de alquiler;Horas extras por trabajador;2023T3;0,7
77 Actividades de alquiler;Horas extras por trabajador;2023T2;1,1
77 Actividades de alquiler;Horas extras por trabajador;2023T1;0,6
77 Actividades de alquiler;Horas extras por trabajador;2022T4;0,6
77 Actividades de alquiler;Horas extras por trabajador;2022T3;0,9
77 Actividades de alquiler;Horas extras por trabajador;2022T2;0,8
77 Actividades de alquiler;Horas extras por trabajador;2022T1;1
77 Actividades de alquiler;Horas extras por trabajador;2021T4;1
77 Actividades de alquiler;Horas extras por trabajador;2021T3;0,8
77 Actividades de alquiler;Horas extras por trabajador;2021T2;0,9
77 Actividades de alquiler;Horas extras por trabajador;2021T1;0,8
77 Actividades de alquiler;Horas extras por trabajador;2020T4;0,7
77 Actividades de alquiler;Horas extras por trabajador;2020T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2020T2;0,1
77 Actividades de alquiler;Horas extras por trabajador;2020T1;0,2
77 Actividades de alquiler;Horas extras por trabajador;2019T4;0,5
77 Actividades de alquiler;Horas extras por trabajador;2019T3;0,5
77 Actividades de alquiler;Horas extras por trabajador;2019T2;0,4
77 Actividades de alquiler;Horas extras por trabajador;2019T1;0,4
77 Actividades de alquiler;Horas extras por trabajador;2018T4;0,2
77 Actividades de alquiler;Horas extras por trabajador;2018T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2018T2;0,2
77 Actividades de alquiler;Horas extras por trabajador;2018T1;0,1
77 Actividades de alquiler;Horas extras por trabajador;2017T4;0,2
77 Actividades de alquiler;Horas extras por trabajador;2017T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2017T2;0,2
77 Actividades de alquiler;Horas extras por trabajador;2017T1;0,2
77 Actividades de alquiler;Horas extras por trabajador;2016T4;0,3
77 Actividades de alquiler;Horas extras por trabajador;2016T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2016T2;0,3
77 Actividades de alquiler;Horas extras por trabajador;2016T1;0,3
77 Actividades de alquiler;Horas extras por trabajador;2015T4;0,3
77 Actividades de alquiler;Horas extras por trabajador;2015T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2015T2;0,3
77 Actividades de alquiler;Horas extras por trabajador;2015T1;0,4
77 Actividades de alquiler;Horas extras por trabajador;2014T4;0,3
77 Actividades de alquiler;Horas extras por trabajador;2014T3;0,2
77 Actividades de alquiler;Horas extras por trabajador;2014T2;0,1
77 Actividades de alquiler;Horas extras por trabajador;2014T1;0,2
77 Actividades de alquiler;Horas extras por trabajador;2013T4;0,2
77 Actividades de alquiler;Horas extras por trabajador;2013T3;0,2
77 Actividades de alquiler;Horas extras por trabajador;2013T2;0,2
77 Actividades de alquiler;Horas extras por trabajador;2013T1;0,3
77 Actividades de alquiler;Horas extras por trabajador;2012T4;0,3
77 Actividades de alquiler;Horas extras por trabajador;2012T3;0,4
77 Actividades de alquiler;Horas extras por trabajador;2012T2;0,4
77 Actividades de alquiler;Horas extras por trabajador;2012T1;0,4
77 Actividades de alquiler;Horas extras por trabajador;2011T4;0,3
77 Actividades de alquiler;Horas extras por trabajador;2011T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2011T2;0,6
77 Actividades de alquiler;Horas extras por trabajador;2011T1;0,5
77 Actividades de alquiler;Horas extras por trabajador;2010T4;0,2
77 Actividades de alquiler;Horas extras por trabajador;2010T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2010T2;0,2
77 Actividades de alquiler;Horas extras por trabajador;2010T1;0,3
77 Actividades de alquiler;Horas extras por trabajador;2009T4;0,2
77 Actividades de alquiler;Horas extras por trabajador;2009T3;0,1
77 Actividades de alquiler;Horas extras por trabajador;2009T2;0,3
77 Actividades de alquiler;Horas extras por trabajador;2009T1;0,4
77 Actividades de alquiler;Horas extras por trabajador;2008T4;0,4
77 Actividades de alquiler;Horas extras por trabajador;2008T3;0,3
77 Actividades de alquiler;Horas extras por trabajador;2008T2;0,5
77 Actividades de alquiler;Horas extras por trabajador;2008T1;0,7
78 Actividades relacionadas con el empleo;Horas pactadas;2024T4;155
78 Actividades relacionadas con el empleo;Horas pactadas;2024T3;156,4
78 Actividades relacionadas con el empleo;Horas pactadas;2024T2;155,6
78 Actividades relacionadas con el empleo;Horas pactadas;2024T1;155,4
78 Actividades relacionadas con el empleo;Horas pactadas;2023T4;155,1
78 Actividades relacionadas con el empleo;Horas pactadas;2023T3;156,9
78 Actividades relacionadas con el empleo;Horas pactadas;2023T2;155,4
78 Actividades relacionadas con el empleo;Horas pactadas;2023T1;155,5
78 Actividades relacionadas con el empleo;Horas pactadas;2022T4;151,4
78 Actividades relacionadas con el empleo;Horas pactadas;2022T3;153,6
78 Actividades relacionadas con el empleo;Horas pactadas;2022T2;151,9
78 Actividades relacionadas con el empleo;Horas pactadas;2022T1;151,7
78 Actividades relacionadas con el empleo;Horas pactadas;2021T4;153,8
78 Actividades relacionadas con el empleo;Horas pactadas;2021T3;155,8
78 Actividades relacionadas con el empleo;Horas pactadas;2021T2;153,7
78 Actividades relacionadas con el empleo;Horas pactadas;2021T1;153,9
78 Actividades relacionadas con el empleo;Horas pactadas;2020T4;154,2
78 Actividades relacionadas con el empleo;Horas pactadas;2020T3;155,8
78 Actividades relacionadas con el empleo;Horas pactadas;2020T2;154,6
78 Actividades relacionadas con el empleo;Horas pactadas;2020T1;152,6
78 Actividades relacionadas con el empleo;Horas pactadas;2019T4;152,8
78 Actividades relacionadas con el empleo;Horas pactadas;2019T3;155,2
78 Actividades relacionadas con el empleo;Horas pactadas;2019T2;152,6
78 Actividades relacionadas con el empleo;Horas pactadas;2019T1;154,5
78 Actividades relacionadas con el empleo;Horas pactadas;2018T4;151,7
78 Actividades relacionadas con el empleo;Horas pactadas;2018T3;155,1
78 Actividades relacionadas con el empleo;Horas pactadas;2018T2;153,1
78 Actividades relacionadas con el empleo;Horas pactadas;2018T1;153,2
78 Actividades relacionadas con el empleo;Horas pactadas;2017T4;152,3
78 Actividades relacionadas con el empleo;Horas pactadas;2017T3;155
78 Actividades relacionadas con el empleo;Horas pactadas;2017T2;152,7
