Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T4;12,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T3;13,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T2;11,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T1;11,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T4;11,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T3;12,58
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T2;10,93
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T1;11,19
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2024T4;6,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2024T3;6,77
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2024T2;6,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2024T1;6,17
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2023T4;6,24
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2023T3;6,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2023T2;5,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2023T1;5,72
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2022T4;5,72
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2022T3;5,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2022T2;5,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2022T1;5,47
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2021T4;5,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2021T3;5,76
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2021T2;5,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2021T1;5,52
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2020T4;5,69
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2020T3;5,79
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2020T2;5,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2020T1;5,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2019T4;5,32
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2019T3;5,59
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2019T2;5,16
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2019T1;5,02
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2018T4;5,13
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2018T3;5,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2018T2;4,82
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2018T1;4,97
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2017T4;5,11
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2017T3;5,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2017T2;4,89
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2017T1;4,82
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T4;5,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T3;5,29
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T2;4,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T1;5,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T4;4,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T3;5,32
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T2;4,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T1;4,89
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T4;4,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T3;5,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T2;4,96
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T1;4,95
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T4;5,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T3;5,44
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T2;4,81
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T1;5,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T4;5,08
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T3;5,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T2;4,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T1;4,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T4;5,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T3;5,39
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T2;4,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T1;4,84
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T4;4,96
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T3;5,11
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T2;4,81
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T1;4,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T4;4,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T3;5,25
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T2;4,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T1;4,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T4;4,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T3;5,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T2;4,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T1;4,53
Industria;Coste laboral total por hora;2024T4;27,84
Industria;Coste laboral total por hora;2024T3;27,76
Industria;Coste laboral total por hora;2024T2;25,58
Industria;Coste laboral total por hora;2024T1;24,63
Industria;Coste laboral total por hora;2023T4;27,01
Industria;Coste laboral total por hora;2023T3;26,28
Industria;Coste laboral total por hora;2023T2;24,99
Industria;Coste laboral total por hora;2023T1;22,84
Industria;Coste laboral total por hora;2022T4;25,36
Industria;Coste laboral total por hora;2022T3;25,17
Industria;Coste laboral total por hora;2022T2;23,52
Industria;Coste laboral total por hora;2022T1;21,77
Industria;Coste laboral total por hora;2021T4;24,64
Industria;Coste laboral total por hora;2021T3;24,14
Industria;Coste laboral total por hora;2021T2;23,1
Industria;Coste laboral total por hora;2021T1;21,88
Industria;Coste laboral total por hora;2020T4;24,45
Industria;Coste laboral total por hora;2020T3;24,16
Industria;Coste laboral total por hora;2020T2;24,49
Industria;Coste laboral total por hora;2020T1;21,38
Industria;Coste laboral total por hora;2019T4;23,77
Industria;Coste laboral total por hora;2019T3;23,92
Industria;Coste laboral total por hora;2019T2;22,4
Industria;Coste laboral total por hora;2019T1;20,48
Industria;Coste laboral total por hora;2018T4;23,5
Industria;Coste laboral total por hora;2018T3;23,47
Industria;Coste laboral total por hora;2018T2;21,22
Industria;Coste laboral total por hora;2018T1;20,55
Industria;Coste laboral total por hora;2017T4;23,58
Industria;Coste laboral total por hora;2017T3;22,94
Industria;Coste laboral total por hora;2017T2;21,72
Industria;Coste laboral total por hora;2017T1;19,9
Industria;Coste laboral total por hora;2016T4;23,24
Industria;Coste laboral total por hora;2016T3;22,92
Industria;Coste laboral total por hora;2016T2;20,62
Industria;Coste laboral total por hora;2016T1;20,73
Industria;Coste laboral total por hora;2015T4;22,88
Industria;Coste laboral total por hora;2015T3;22,88
Industria;Coste laboral total por hora;2015T2;21,48
Industria;Coste laboral total por hora;2015T1;20,02
Industria;Coste laboral total por hora;2014T4;22,88
Industria;Coste laboral total por hora;2014T3;23,11
Industria;Coste laboral total por hora;2014T2;21,73
Industria;Coste laboral total por hora;2014T1;19,98
Industria;Coste laboral total por hora;2013T4;22,87
Industria;Coste laboral total por hora;2013T3;23,19
Industria;Coste laboral total por hora;2013T2;20,85
Industria;Coste laboral total por hora;2013T1;20,38
Industria;Coste laboral total por hora;2012T4;22,87
Industria;Coste laboral total por hora;2012T3;22,79
Industria;Coste laboral total por hora;2012T2;21,05
Industria;Coste laboral total por hora;2012T1;19,45
Industria;Coste laboral total por hora;2011T4;22,46
Industria;Coste laboral total por hora;2011T3;22,32
Industria;Coste laboral total por hora;2011T2;20,33
Industria;Coste laboral total por hora;2011T1;18,89
Industria;Coste laboral total por hora;2010T4;21,96
Industria;Coste laboral total por hora;2010T3;21,43
Industria;Coste laboral total por hora;2010T2;20,12
Industria;Coste laboral total por hora;2010T1;19,15
Industria;Coste laboral total por hora;2009T4;21,52
Industria;Coste laboral total por hora;2009T3;21,68
Industria;Coste laboral total por hora;2009T2;20,06
Industria;Coste laboral total por hora;2009T1;18,78
Industria;Coste laboral total por hora;2008T4;20,48
Industria;Coste laboral total por hora;2008T3;20,74
Industria;Coste laboral total por hora;2008T2;18,16
Industria;Coste laboral total por hora;2008T1;18
Industria;Coste salarial total por hora;2024T4;20,7
Industria;Coste salarial total por hora;2024T3;20,1
Industria;Coste salarial total por hora;2024T2;18,92
Industria;Coste salarial total por hora;2024T1;17,86
Industria;Coste salarial total por hora;2023T4;20,17
Industria;Coste salarial total por hora;2023T3;19,09
Industria;Coste salarial total por hora;2023T2;18,46
Industria;Coste salarial total por hora;2023T1;16,61
Industria;Coste salarial total por hora;2022T4;19,02
Industria;Coste salarial total por hora;2022T3;18,45
Industria;Coste salarial total por hora;2022T2;17,54
Industria;Coste salarial total por hora;2022T1;15,87
Industria;Coste salarial total por hora;2021T4;18,35
Industria;Coste salarial total por hora;2021T3;17,58
Industria;Coste salarial total por hora;2021T2;17
Industria;Coste salarial total por hora;2021T1;15,87
Industria;Coste salarial total por hora;2020T4;18,12
Industria;Coste salarial total por hora;2020T3;17,6
Industria;Coste salarial total por hora;2020T2;17,8
Industria;Coste salarial total por hora;2020T1;15,59
Industria;Coste salarial total por hora;2019T4;17,81
Industria;Coste salarial total por hora;2019T3;17,51
Industria;Coste salarial total por hora;2019T2;16,65
Industria;Coste salarial total por hora;2019T1;14,96
Industria;Coste salarial total por hora;2018T4;17,69
Industria;Coste salarial total por hora;2018T3;17,23
Industria;Coste salarial total por hora;2018T2;15,85
Industria;Coste salarial total por hora;2018T1;15,07
Industria;Coste salarial total por hora;2017T4;17,83
Industria;Coste salarial total por hora;2017T3;16,88
Industria;Coste salarial total por hora;2017T2;16,22
Industria;Coste salarial total por hora;2017T1;14,61
Industria;Coste salarial total por hora;2016T4;17,58
Industria;Coste salarial total por hora;2016T3;16,88
Industria;Coste salarial total por hora;2016T2;15,43
Industria;Coste salarial total por hora;2016T1;15,23
Industria;Coste salarial total por hora;2015T4;17,33
Industria;Coste salarial total por hora;2015T3;16,88
Industria;Coste salarial total por hora;2015T2;16,06
Industria;Coste salarial total por hora;2015T1;14,64
Industria;Coste salarial total por hora;2014T4;17,15
Industria;Coste salarial total por hora;2014T3;16,95
Industria;Coste salarial total por hora;2014T2;16,15
Industria;Coste salarial total por hora;2014T1;14,49
Industria;Coste salarial total por hora;2013T4;17,24
Industria;Coste salarial total por hora;2013T3;16,9
Industria;Coste salarial total por hora;2013T2;15,44
Industria;Coste salarial total por hora;2013T1;14,72
Industria;Coste salarial total por hora;2012T4;17,07
Industria;Coste salarial total por hora;2012T3;16,67
Industria;Coste salarial total por hora;2012T2;15,59
Industria;Coste salarial total por hora;2012T1;14,05
Industria;Coste salarial total por hora;2011T4;16,93
Industria;Coste salarial total por hora;2011T3;16,45
Industria;Coste salarial total por hora;2011T2;15,12
Industria;Coste salarial total por hora;2011T1;13,75
Industria;Coste salarial total por hora;2010T4;16,46
Industria;Coste salarial total por hora;2010T3;15,71
Industria;Coste salarial total por hora;2010T2;14,74
Industria;Coste salarial total por hora;2010T1;13,7
Industria;Coste salarial total por hora;2009T4;16,05
Industria;Coste salarial total por hora;2009T3;15,76
Industria;Coste salarial total por hora;2009T2;14,62
Industria;Coste salarial total por hora;2009T1;13,35
Industria;Coste salarial total por hora;2008T4;15,3
Industria;Coste salarial total por hora;2008T3;15,2
Industria;Coste salarial total por hora;2008T2;13,33
Industria;Coste salarial total por hora;2008T1;13,13
Industria;Coste salarial ordinario por hora;2024T4;16,57
Industria;Coste salarial ordinario por hora;2024T3;17,86
Industria;Coste salarial ordinario por hora;2024T2;15,48
Industria;Coste salarial ordinario por hora;2024T1;15,64
Industria;Coste salarial ordinario por hora;2023T4;15,99
Industria;Coste salarial ordinario por hora;2023T3;16,99
Industria;Coste salarial ordinario por hora;2023T2;15,11
Industria;Coste salarial ordinario por hora;2023T1;14,5
Industria;Coste salarial ordinario por hora;2022T4;15,17
Industria;Coste salarial ordinario por hora;2022T3;16,28
Industria;Coste salarial ordinario por hora;2022T2;14,3
Industria;Coste salarial ordinario por hora;2022T1;13,89
Industria;Coste salarial ordinario por hora;2021T4;14,61
Industria;Coste salarial ordinario por hora;2021T3;15,6
Industria;Coste salarial ordinario por hora;2021T2;14,05
Industria;Coste salarial ordinario por hora;2021T1;13,92
Industria;Coste salarial ordinario por hora;2020T4;14,45
Industria;Coste salarial ordinario por hora;2020T3;15,5
Industria;Coste salarial ordinario por hora;2020T2;14,45
Industria;Coste salarial ordinario por hora;2020T1;13,73
Industria;Coste salarial ordinario por hora;2019T4;14,14
Industria;Coste salarial ordinario por hora;2019T3;15,45
Industria;Coste salarial ordinario por hora;2019T2;13,66
Industria;Coste salarial ordinario por hora;2019T1;13,13
Industria;Coste salarial ordinario por hora;2018T4;13,99
Industria;Coste salarial ordinario por hora;2018T3;15,19
Industria;Coste salarial ordinario por hora;2018T2;13,03
Industria;Coste salarial ordinario por hora;2018T1;13,23
Industria;Coste salarial ordinario por hora;2017T4;13,96
Industria;Coste salarial ordinario por hora;2017T3;14,88
Industria;Coste salarial ordinario por hora;2017T2;13,32
Industria;Coste salarial ordinario por hora;2017T1;12,75
Industria;Coste salarial ordinario por hora;2016T4;13,75
Industria;Coste salarial ordinario por hora;2016T3;14,82
Industria;Coste salarial ordinario por hora;2016T2;12,66
Industria;Coste salarial ordinario por hora;2016T1;13,35
Industria;Coste salarial ordinario por hora;2015T4;13,58
Industria;Coste salarial ordinario por hora;2015T3;14,79
Industria;Coste salarial ordinario por hora;2015T2;13,2
Industria;Coste salarial ordinario por hora;2015T1;12,94
Industria;Coste salarial ordinario por hora;2014T4;13,53
Industria;Coste salarial ordinario por hora;2014T3;14,89
Industria;Coste salarial ordinario por hora;2014T2;13,28
Industria;Coste salarial ordinario por hora;2014T1;12,85
Industria;Coste salarial ordinario por hora;2013T4;13,5
Industria;Coste salarial ordinario por hora;2013T3;14,87
Industria;Coste salarial ordinario por hora;2013T2;12,71
Industria;Coste salarial ordinario por hora;2013T1;13
Industria;Coste salarial ordinario por hora;2012T4;13,46
Industria;Coste salarial ordinario por hora;2012T3;14,69
Industria;Coste salarial ordinario por hora;2012T2;12,91
Industria;Coste salarial ordinario por hora;2012T1;12,41
Industria;Coste salarial ordinario por hora;2011T4;13,2
Industria;Coste salarial ordinario por hora;2011T3;14,52
Industria;Coste salarial ordinario por hora;2011T2;12,62
Industria;Coste salarial ordinario por hora;2011T1;12,12
Industria;Coste salarial ordinario por hora;2010T4;12,91
Industria;Coste salarial ordinario por hora;2010T3;13,94
Industria;Coste salarial ordinario por hora;2010T2;12,39
Industria;Coste salarial ordinario por hora;2010T1;12,19
Industria;Coste salarial ordinario por hora;2009T4;12,61
Industria;Coste salarial ordinario por hora;2009T3;14,02
Industria;Coste salarial ordinario por hora;2009T2;12,36
Industria;Coste salarial ordinario por hora;2009T1;12,01
Industria;Coste salarial ordinario por hora;2008T4;12,09
Industria;Coste salarial ordinario por hora;2008T3;13,57
Industria;Coste salarial ordinario por hora;2008T2;11,33
Industria;Coste salarial ordinario por hora;2008T1;11,59
Industria;Otros costes por hora;2024T4;7,14
Industria;Otros costes por hora;2024T3;7,66
Industria;Otros costes por hora;2024T2;6,66
Industria;Otros costes por hora;2024T1;6,77
Industria;Otros costes por hora;2023T4;6,84
Industria;Otros costes por hora;2023T3;7,19
Industria;Otros costes por hora;2023T2;6,53
Industria;Otros costes por hora;2023T1;6,23
Industria;Otros costes por hora;2022T4;6,34
Industria;Otros costes por hora;2022T3;6,72
Industria;Otros costes por hora;2022T2;5,98
Industria;Otros costes por hora;2022T1;5,9
Industria;Otros costes por hora;2021T4;6,29
Industria;Otros costes por hora;2021T3;6,56
Industria;Otros costes por hora;2021T2;6,1
Industria;Otros costes por hora;2021T1;6,01
Industria;Otros costes por hora;2020T4;6,33
Industria;Otros costes por hora;2020T3;6,56
Industria;Otros costes por hora;2020T2;6,69
Industria;Otros costes por hora;2020T1;5,79
Industria;Otros costes por hora;2019T4;5,96
Industria;Otros costes por hora;2019T3;6,41
Industria;Otros costes por hora;2019T2;5,75
Industria;Otros costes por hora;2019T1;5,52
Industria;Otros costes por hora;2018T4;5,81
Industria;Otros costes por hora;2018T3;6,24
Industria;Otros costes por hora;2018T2;5,37
Industria;Otros costes por hora;2018T1;5,48
Industria;Otros costes por hora;2017T4;5,75
Industria;Otros costes por hora;2017T3;6,06
Industria;Otros costes por hora;2017T2;5,5
Industria;Otros costes por hora;2017T1;5,29
Industria;Otros costes por hora;2016T4;5,66
Industria;Otros costes por hora;2016T3;6,04
Industria;Otros costes por hora;2016T2;5,19
Industria;Otros costes por hora;2016T1;5,5
Industria;Otros costes por hora;2015T4;5,55
Industria;Otros costes por hora;2015T3;6
Industria;Otros costes por hora;2015T2;5,42
Industria;Otros costes por hora;2015T1;5,38
Industria;Otros costes por hora;2014T4;5,73
Industria;Otros costes por hora;2014T3;6,16
Industria;Otros costes por hora;2014T2;5,58
Industria;Otros costes por hora;2014T1;5,49
Industria;Otros costes por hora;2013T4;5,63
Industria;Otros costes por hora;2013T3;6,29
Industria;Otros costes por hora;2013T2;5,41
Industria;Otros costes por hora;2013T1;5,66
Industria;Otros costes por hora;2012T4;5,8
Industria;Otros costes por hora;2012T3;6,12
Industria;Otros costes por hora;2012T2;5,46
Industria;Otros costes por hora;2012T1;5,4
Industria;Otros costes por hora;2011T4;5,53
Industria;Otros costes por hora;2011T3;5,87
Industria;Otros costes por hora;2011T2;5,21
Industria;Otros costes por hora;2011T1;5,14
Industria;Otros costes por hora;2010T4;5,5
Industria;Otros costes por hora;2010T3;5,72
Industria;Otros costes por hora;2010T2;5,38
Industria;Otros costes por hora;2010T1;5,45
Industria;Otros costes por hora;2009T4;5,47
Industria;Otros costes por hora;2009T3;5,92
Industria;Otros costes por hora;2009T2;5,44
Industria;Otros costes por hora;2009T1;5,43
Industria;Otros costes por hora;2008T4;5,18
Industria;Otros costes por hora;2008T3;5,54
Industria;Otros costes por hora;2008T2;4,83
Industria;Otros costes por hora;2008T1;4,87
Construcción;Coste laboral total por hora;2024T4;23,12
Construcción;Coste laboral total por hora;2024T3;21,85
Construcción;Coste laboral total por hora;2024T2;21,15
Construcción;Coste laboral total por hora;2024T1;19,7
Construcción;Coste laboral total por hora;2023T4;23,14
Construcción;Coste laboral total por hora;2023T3;21,05
Construcción;Coste laboral total por hora;2023T2;20,97
Construcción;Coste laboral total por hora;2023T1;18,54
Construcción;Coste laboral total por hora;2022T4;21,66
Construcción;Coste laboral total por hora;2022T3;19,76
Construcción;Coste laboral total por hora;2022T2;20,35
Construcción;Coste laboral total por hora;2022T1;17,83
Construcción;Coste laboral total por hora;2021T4;20,57
Construcción;Coste laboral total por hora;2021T3;19,14
Construcción;Coste laboral total por hora;2021T2;19,42
Construcción;Coste laboral total por hora;2021T1;17,59
Construcción;Coste laboral total por hora;2020T4;20,68
Construcción;Coste laboral total por hora;2020T3;18,58
Construcción;Coste laboral total por hora;2020T2;20,52
Construcción;Coste laboral total por hora;2020T1;17,32
Construcción;Coste laboral total por hora;2019T4;20,19
Construcción;Coste laboral total por hora;2019T3;18,65
Construcción;Coste laboral total por hora;2019T2;18,79
Construcción;Coste laboral total por hora;2019T1;16,65
Construcción;Coste laboral total por hora;2018T4;19,83
Construcción;Coste laboral total por hora;2018T3;18,26
Construcción;Coste laboral total por hora;2018T2;17,99
Construcción;Coste laboral total por hora;2018T1;16,95
Construcción;Coste laboral total por hora;2017T4;19,34
Construcción;Coste laboral total por hora;2017T3;18,12
Construcción;Coste laboral total por hora;2017T2;18,45
Construcción;Coste laboral total por hora;2017T1;16,26
Construcción;Coste laboral total por hora;2016T4;19,47
Construcción;Coste laboral total por hora;2016T3;18,19
Construcción;Coste laboral total por hora;2016T2;17,99
Construcción;Coste laboral total por hora;2016T1;17,29
Construcción;Coste laboral total por hora;2015T4;19,52
Construcción;Coste laboral total por hora;2015T3;18,63
Construcción;Coste laboral total por hora;2015T2;19,01
Construcción;Coste laboral total por hora;2015T1;17,02
Construcción;Coste laboral total por hora;2014T4;19,94
Construcción;Coste laboral total por hora;2014T3;18,68
Construcción;Coste laboral total por hora;2014T2;19,39
Construcción;Coste laboral total por hora;2014T1;17,34
Construcción;Coste laboral total por hora;2013T4;20,33
Construcción;Coste laboral total por hora;2013T3;18,69
Construcción;Coste laboral total por hora;2013T2;18,98
Construcción;Coste laboral total por hora;2013T1;17,75
Construcción;Coste laboral total por hora;2012T4;20,46
Construcción;Coste laboral total por hora;2012T3;18,85
Construcción;Coste laboral total por hora;2012T2;19,21
Construcción;Coste laboral total por hora;2012T1;17,14
Construcción;Coste laboral total por hora;2011T4;20,25
Construcción;Coste laboral total por hora;2011T3;18,55
Construcción;Coste laboral total por hora;2011T2;18,39
Construcción;Coste laboral total por hora;2011T1;16,71
Construcción;Coste laboral total por hora;2010T4;19,41
Construcción;Coste laboral total por hora;2010T3;17,6
Construcción;Coste laboral total por hora;2010T2;17,82
Construcción;Coste laboral total por hora;2010T1;16,42
Construcción;Coste laboral total por hora;2009T4;19,15
Construcción;Coste laboral total por hora;2009T3;17,95
Construcción;Coste laboral total por hora;2009T2;17,9
Construcción;Coste laboral total por hora;2009T1;16,29
Construcción;Coste laboral total por hora;2008T4;18,06
Construcción;Coste laboral total por hora;2008T3;17,36
Construcción;Coste laboral total por hora;2008T2;16,08
Construcción;Coste laboral total por hora;2008T1;15,51
Construcción;Coste salarial total por hora;2024T4;16,53
Construcción;Coste salarial total por hora;2024T3;15,04
Construcción;Coste salarial total por hora;2024T2;14,96
Construcción;Coste salarial total por hora;2024T1;13,5
Construcción;Coste salarial total por hora;2023T4;16,75
Construcción;Coste salarial total por hora;2023T3;14,55
Construcción;Coste salarial total por hora;2023T2;15,03
Construcción;Coste salarial total por hora;2023T1;12,82
Construcción;Coste salarial total por hora;2022T4;15,74
Construcción;Coste salarial total por hora;2022T3;13,81
Construcción;Coste salarial total por hora;2022T2;14,82
Construcción;Coste salarial total por hora;2022T1;12,38
Construcción;Coste salarial total por hora;2021T4;14,88
Construcción;Coste salarial total por hora;2021T3;13,33
Construcción;Coste salarial total por hora;2021T2;13,92
Construcción;Coste salarial total por hora;2021T1;12,11
Construcción;Coste salarial total por hora;2020T4;15,07
Construcción;Coste salarial total por hora;2020T3;13,04
